order_id,order_date,shipping_mode,product_category,product_subcategory,weight_kg,distance_km,shipping_cost,expected_delivery_date,actual_delivery_date,delay_days,is_delayed,warehouse_region,customer_segment
ORDER-00412,2024-05-20,Standard Class,Office Supplies,Paper,32.23,47.5,90.54,2024-05-29,2024-05-30,1,1,North,Corporate
ORDER-00413,2024-01-02,Standard Class,Technology,Accessories,15.93,50.0,45.69,2024-01-08,2024-01-08,0,0,South,Corporate
ORDER-00414,2023-05-24,Standard Class,Office Supplies,Pens,26.5,462.0,628.81,2023-05-25,2023-05-30,5,1,East,Home Office
ORDER-00415,2023-03-10,Standard Class,Office Supplies,Binders,3.77,346.2,76.0,2023-03-19,2023-03-19,0,0,West,Corporate
ORDER-00416,2023-04-09,Second Class,Furniture,Furnishings,48.64,67.9,208.12,2023-04-14,2023-04-15,1,1,South,Corporate
ORDER-00417,2024-01-31,Same Day,Office Supplies,Paper,18.32,181.6,344.41,2024-02-01,2024-02-01,0,0,West,Home Office
ORDER-00418,2023-01-25,Standard Class,Technology,Accessories,24.15,298.3,370.39,2023-01-29,2023-01-29,0,0,West,Home Office
ORDER-00419,2024-04-13,Standard Class,Furniture,Furnishings,18.09,418.6,388.7,2024-04-21,2024-04-21,0,0,West,Corporate
ORDER-00420,2024-04-28,Standard Class,Furniture,Bookcases,34.28,26.6,62.71,2024-05-02,2024-05-04,2,1,North,Consumer
ORDER-00421,2023-05-31,First Class,Office Supplies,Binders,33.28,122.1,331.95,2023-06-05,2023-06-07,2,1,North,Corporate
ORDER-00422,2023-05-24,Second Class,Furniture,Bookcases,35.91,445.4,979.22,2023-05-26,2023-05-28,2,1,West,Consumer
ORDER-00423,2023-02-08,Standard Class,Furniture,Furnishings,13.77,9.5,19.86,2023-02-21,2023-02-24,3,1,East,Consumer
ORDER-00424,2023-04-19,First Class,Office Supplies,Pens,16.13,104.7,142.85,2023-04-20,2023-04-20,0,0,South,Consumer
ORDER-00425,2023-02-11,First Class,Technology,Machines,6.7,479.7,264.09,2023-02-14,2023-02-17,3,1,East,Home Office
ORDER-00426,2023-07-05,First Class,Office Supplies,Storage,32.95,308.6,827.34,2023-07-08,2023-07-10,2,1,North,Home Office
ORDER-00427,2024-02-02,Same Day,Furniture,Furnishings,2.47,134.5,47.72,2024-02-04,2024-02-05,1,1,South,Home Office
ORDER-00428,2023-08-11,Standard Class,Furniture,Tables,30.09,38.2,63.27,2023-08-13,2023-08-14,1,1,West,Corporate
ORDER-00429,2023-05-13,First Class,Office Supplies,Pens,43.55,19.0,74.84,2023-05-17,2023-05-19,2,1,East,Home Office
ORDER-00430,2023-06-12,Standard Class,Office Supplies,Pens,44.6,126.1,298.13,2023-06-19,2023-06-20,1,1,East,Home Office
ORDER-00431,2023-08-03,First Class,Technology,Phones,22.73,441.3,808.2,2023-08-04,2023-08-05,1,1,West,Corporate
ORDER-00432,2023-08-23,First Class,Office Supplies,Paper,23.24,210.9,409.93,2023-08-27,2023-08-27,0,0,East,Corporate
ORDER-00433,2023-01-09,First Class,Technology,Phones,4.31,361.6,139.55,2023-01-13,2023-01-15,2,1,North,Consumer
ORDER-00434,2023-03-15,Second Class,Furniture,Chairs,33.7,459.6,940.83,2023-03-17,2023-03-20,3,1,West,Corporate
ORDER-00435,2024-05-06,Standard Class,Office Supplies,Pens,41.15,207.0,436.1,2024-05-12,2024-05-12,0,0,East,Corporate
ORDER-00436,2023-09-10,Second Class,Furniture,Furnishings,12.61,99.7,80.72,2023-09-13,2023-09-14,1,1,West,Home Office
ORDER-00437,2023-08-18,Same Day,Technology,Machines,21.35,261.0,574.61,2023-08-19,2023-08-19,0,0,South,Consumer
ORDER-00438,2024-06-02,Same Day,Office Supplies,Binders,42.02,454.5,1916.95,2024-06-03,2024-06-03,0,0,West,Consumer
ORDER-00439,2023-06-23,Standard Class,Office Supplies,Storage,43.92,403.2,895.07,2023-07-02,2023-07-03,1,1,East,Corporate
ORDER-00440,2023-06-17,Standard Class,Furniture,Bookcases,12.54,37.6,37.11,2023-06-19,2023-06-20,1,1,North,Home Office
ORDER-00441,2023-06-19,Standard Class,Furniture,Bookcases,27.75,347.8,491.26,2023-06-23,2023-06-25,2,1,West,Home Office
ORDER-00442,2024-01-28,First Class,Office Supplies,Pens,10.03,288.1,243.63,2024-01-30,2024-01-31,1,1,West,Home Office
ORDER-00443,2023-07-13,First Class,Furniture,Tables,5.54,454.2,218.44,2023-07-16,2023-07-17,1,1,East,Home Office
ORDER-00444,2024-05-31,Standard Class,Office Supplies,Paper,45.6,65.6,161.63,2024-06-01,2024-06-03,2,1,North,Corporate
ORDER-00445,2023-01-29,Second Class,Furniture,Furnishings,41.12,269.3,683.65,2023-02-03,2023-02-04,1,1,North,Home Office
ORDER-00446,2023-06-14,First Class,Office Supplies,Pens,38.12,440.3,1360.45,2023-06-15,2023-06-18,3,1,South,Consumer
ORDER-00447,2024-02-26,First Class,Technology,Copiers,2.91,208.0,58.42,2024-02-28,2024-02-28,0,0,South,Consumer
ORDER-00448,2023-12-05,Second Class,Technology,Phones,42.26,243.6,628.67,2023-12-11,2023-12-13,2,1,East,Corporate
ORDER-00449,2024-05-10,Second Class,Technology,Copiers,22.18,39.9,64.45,2024-05-14,2024-05-14,0,0,North,Home Office
ORDER-00450,2023-12-31,Second Class,Furniture,Furnishings,17.45,142.7,163.8,2024-01-04,2024-01-05,1,1,North,Home Office
ORDER-00451,2023-12-08,Standard Class,Furniture,Tables,27.55,165.6,237.42,2023-12-10,2023-12-12,2,1,South,Home Office
ORDER-00452,2024-05-14,Second Class,Office Supplies,Pens,5.02,472.8,161.95,2024-05-15,2024-05-17,2,1,South,Home Office
ORDER-00453,2024-05-25,Second Class,Office Supplies,Storage,37.95,144.9,344.07,2024-05-27,2024-05-29,2,1,East,Corporate
ORDER-00454,2023-11-23,First Class,Office Supplies,Pens,29.33,233.1,557.94,2023-11-25,2023-11-25,0,0,North,Home Office
ORDER-00455,2023-08-05,Second Class,Furniture,Chairs,9.74,337.3,211.79,2023-08-11,2023-08-12,1,1,West,Corporate
ORDER-00456,2023-10-28,First Class,Furniture,Bookcases,9.82,85.3,77.94,2023-11-02,2023-11-04,2,1,South,Home Office
ORDER-00457,2023-05-12,Standard Class,Furniture,Bookcases,9.62,245.8,135.5,2023-05-13,2023-05-14,1,1,East,Home Office
ORDER-00458,2023-03-11,Standard Class,Technology,Accessories,3.32,370.6,75.04,2023-03-14,2023-03-17,3,1,North,Consumer
ORDER-00459,2023-09-09,Standard Class,Furniture,Chairs,29.6,434.1,648.1,2023-09-16,2023-09-18,2,1,North,Corporate
ORDER-00460,2024-02-19,Standard Class,Office Supplies,Paper,42.1,315.0,670.73,2024-02-27,2024-02-29,2,1,South,Consumer
ORDER-00461,2024-03-20,First Class,Furniture,Tables,1.37,336.2,54.82,2024-03-23,2024-03-25,2,1,East,Corporate
ORDER-00462,2023-07-01,Same Day,Office Supplies,Pens,2.93,67.5,33.22,2023-07-02,2023-07-02,0,0,West,Home Office
ORDER-00463,2023-06-16,Standard Class,Office Supplies,Storage,28.85,473.2,701.85,2023-06-22,2023-06-24,2,1,South,Home Office
ORDER-00464,2023-04-01,Standard Class,Technology,Phones,41.07,70.6,151.06,2023-04-06,2023-04-06,0,0,East,Corporate
ORDER-00465,2024-06-14,First Class,Technology,Phones,16.67,388.5,527.53,2024-06-16,2024-06-17,1,1,North,Consumer
ORDER-00466,2023-02-08,Standard Class,Office Supplies,Pens,17.81,136.1,129.1,2023-02-10,2023-02-12,2,1,West,Corporate
ORDER-00467,2023-05-06,Second Class,Technology,Copiers,30.02,467.1,854.65,2023-05-08,2023-05-12,4,1,East,Corporate
ORDER-00468,2024-03-26,First Class,Technology,Phones,14.07,361.4,417.53,2024-03-30,2024-04-01,2,1,West,Home Office
ORDER-00469,2023-06-22,Second Class,Technology,Copiers,1.82,378.1,48.65,2023-06-27,2023-06-29,2,1,East,Consumer
ORDER-00470,2023-08-08,Standard Class,Technology,Machines,36.89,113.4,223.81,2023-08-15,2023-08-18,3,1,East,Corporate
ORDER-00471,2023-02-27,Standard Class,Furniture,Chairs,31.47,224.3,365.98,2023-03-06,2023-03-09,3,1,East,Consumer
ORDER-00472,2024-04-20,First Class,Office Supplies,Storage,29.25,310.8,736.39,2024-04-21,2024-04-22,1,1,East,Consumer
ORDER-00473,2024-03-31,Second Class,Furniture,Furnishings,37.21,386.1,874.2,2024-04-03,2024-04-04,1,1,West,Corporate
ORDER-00474,2023-12-27,Standard Class,Furniture,Bookcases,33.92,56.5,112.01,2024-01-01,2024-01-03,2,1,South,Consumer
ORDER-00475,2023-01-01,First Class,Technology,Machines,10.69,481.4,419.77,2023-01-04,2023-01-05,1,1,West,Home Office
ORDER-00476,2024-01-22,Standard Class,Office Supplies,Pens,17.95,445.7,409.41,2024-01-24,2024-01-24,0,0,East,Home Office
ORDER-00477,2023-12-14,First Class,Technology,Accessories,6.74,138.8,85.03,2023-12-17,2023-12-17,0,0,West,Home Office
ORDER-00478,2023-07-09,Standard Class,Technology,Copiers,6.93,412.3,159.06,2023-07-10,2023-07-11,1,1,West,Home Office
ORDER-00479,2024-05-19,Same Day,Technology,Machines,33.97,261.6,906.36,2024-05-20,2024-05-20,0,0,West,Consumer
ORDER-00480,2023-07-10,Standard Class,Technology,Accessories,43.0,233.6,512.89,2023-07-15,2023-07-15,0,0,East,Home Office
ORDER-00481,2024-05-22,Standard Class,Furniture,Bookcases,48.16,160.6,396.17,2024-05-28,2024-05-28,0,0,West,Corporate
ORDER-00482,2024-01-04,Standard Class,Furniture,Furnishings,31.6,292.6,480.65,2024-01-12,2024-01-13,1,1,North,Home Office
ORDER-00483,2024-02-13,Standard Class,Office Supplies,Paper,9.61,366.3,196.0,2024-02-20,2024-02-21,1,1,East,Corporate
ORDER-00484,2023-04-27,First Class,Furniture,Chairs,5.73,208.4,110.59,2023-05-02,2023-05-03,1,1,West,Corporate
ORDER-00485,2023-05-14,Same Day,Furniture,Bookcases,40.74,316.5,1309.27,2023-05-15,2023-05-16,1,1,North,Home Office
ORDER-00486,2023-02-27,Standard Class,Office Supplies,Pens,29.15,351.2,526.77,2023-03-01,2023-03-03,2,1,West,Home Office
ORDER-00487,2023-06-22,Standard Class,Technology,Phones,31.11,357.0,571.32,2023-06-28,2023-06-29,1,1,South,Consumer
ORDER-00488,2023-05-29,First Class,Office Supplies,Storage,39.18,30.7,107.06,2023-05-30,2023-05-31,1,1,West,Corporate
ORDER-00489,2023-03-21,First Class,Office Supplies,Storage,35.31,430.6,1227.85,2023-03-26,2023-03-28,2,1,West,Home Office
ORDER-00490,2023-08-01,Second Class,Office Supplies,Storage,41.81,231.8,588.66,2023-08-03,2023-08-04,1,1,South,Consumer
ORDER-00491,2023-07-22,Standard Class,Furniture,Bookcases,3.28,134.9,39.46,2023-07-24,2023-07-25,1,1,East,Home Office
ORDER-00492,2023-08-17,Standard Class,Furniture,Tables,37.5,124.7,252.78,2023-08-18,2023-08-19,1,1,South,Home Office
ORDER-00493,2023-08-15,Second Class,Technology,Accessories,42.62,244.1,638.56,2023-08-21,2023-08-23,2,1,East,Home Office
ORDER-00494,2024-06-15,Standard Class,Office Supplies,Binders,14.66,444.0,335.61,2024-06-19,2024-06-20,1,1,South,Corporate
ORDER-00495,2024-03-16,Second Class,Technology,Accessories,32.2,192.3,378.83,2024-03-19,2024-03-19,0,0,West,Home Office
ORDER-00496,2024-02-06,Standard Class,Furniture,Tables,16.05,376.1,310.8,2024-02-09,2024-02-09,0,0,West,Consumer
ORDER-00497,2023-02-16,First Class,Technology,Copiers,47.92,52.9,211.63,2023-02-17,2023-02-18,1,1,East,Home Office
ORDER-00498,2023-08-21,Standard Class,Office Supplies,Pens,2.15,240.6,40.07,2023-08-23,2023-08-25,2,1,East,Home Office
ORDER-00499,2023-11-01,Second Class,Office Supplies,Binders,29.2,495.9,887.99,2023-11-05,2023-11-05,0,0,North,Consumer
ORDER-00500,2024-06-09,Standard Class,Office Supplies,Pens,8.74,386.4,174.58,2024-06-14,2024-06-17,3,1,North,Consumer
ORDER-00501,2023-05-23,Second Class,Technology,Copiers,35.75,109.2,239.25,2023-05-26,2023-05-27,1,1,West,Corporate
ORDER-00502,2024-02-19,Standard Class,Office Supplies,Binders,9.21,253.2,130.6,2024-02-20,2024-02-23,3,1,West,Corporate
ORDER-00503,2024-05-27,Second Class,Office Supplies,Storage,12.15,120.6,97.18,2024-06-03,2024-06-05,2,1,North,Corporate
ORDER-00504,2024-01-08,Second Class,Technology,Copiers,24.97,207.7,329.38,2024-01-12,2024-01-13,1,1,North,Corporate
ORDER-00505,2023-09-16,Second Class,Technology,Machines,45.78,391.1,1084.18,2023-09-21,2023-09-23,2,1,East,Consumer
ORDER-00506,2024-04-15,Second Class,Office Supplies,Pens,10.98,386.8,264.17,2024-04-19,2024-04-22,3,1,South,Home Office
ORDER-00507,2023-01-12,Second Class,Technology,Copiers,7.64,117.9,63.09,2023-01-14,2023-01-15,1,1,East,Home Office
ORDER-00508,2023-11-26,First Class,Office Supplies,Binders,38.07,461.5,1412.72,2023-11-27,2023-11-28,1,1,North,Home Office
ORDER-00509,2023-12-24,Standard Class,Furniture,Bookcases,25.28,298.3,390.77,2023-12-30,2023-12-31,1,1,West,Corporate
ORDER-00510,2024-02-12,First Class,Office Supplies,Paper,45.63,193.1,712.42,2024-02-13,2024-02-14,1,1,North,Consumer
ORDER-00511,2024-01-08,Standard Class,Technology,Phones,7.76,253.5,109.73,2024-01-09,2024-01-10,1,1,West,Consumer
ORDER-00512,2023-01-08,Standard Class,Technology,Accessories,32.47,304.5,506.27,2023-01-12,2023-01-14,2,1,West,Consumer
ORDER-00513,2023-05-02,Standard Class,Office Supplies,Storage,12.03,282.1,174.99,2023-05-06,2023-05-06,0,0,West,Home Office
ORDER-00514,2023-12-14,Standard Class,Office Supplies,Storage,8.26,245.8,106.77,2023-12-20,2023-12-21,1,1,West,Corporate
ORDER-00515,2023-03-31,First Class,Furniture,Furnishings,34.33,254.9,712.86,2023-04-05,2023-04-07,2,1,South,Consumer
ORDER-00516,2023-11-12,First Class,Technology,Phones,29.89,92.3,236.15,2023-11-15,2023-11-15,0,0,North,Corporate
ORDER-00517,2023-06-27,First Class,Technology,Machines,37.86,407.3,1252.76,2023-06-29,2023-06-30,1,1,East,Consumer
ORDER-00518,2024-06-23,Second Class,Office Supplies,Storage,15.82,273.2,267.01,2024-06-27,2024-06-27,0,0,West,Corporate
ORDER-00519,2023-02-10,Standard Class,Technology,Accessories,22.67,69.9,85.78,2023-02-15,2023-02-15,0,0,West,Consumer
ORDER-00520,2024-05-16,Standard Class,Technology,Machines,20.57,384.2,400.93,2024-05-24,2024-05-24,0,0,East,Corporate
ORDER-00521,2023-05-25,Standard Class,Office Supplies,Paper,49.21,466.6,1159.61,2023-06-03,2023-06-06,3,1,East,Consumer
ORDER-00522,2023-07-20,Standard Class,Furniture,Chairs,14.97,473.9,369.06,2023-07-21,2023-07-21,0,0,West,Consumer
ORDER-00523,2024-04-05,Standard Class,Office Supplies,Paper,15.09,187.7,159.23,2024-04-06,2024-04-08,2,1,East,Corporate
ORDER-00524,2023-09-10,Standard Class,Office Supplies,Binders,18.05,72.1,80.31,2023-09-17,2023-09-18,1,1,East,Corporate
ORDER-00525,2024-01-25,Second Class,Office Supplies,Binders,28.45,261.6,454.68,2024-01-29,2024-01-30,1,1,South,Home Office
ORDER-00526,2023-09-13,First Class,Office Supplies,Pens,12.99,60.7,75.01,2023-09-17,2023-09-19,2,1,East,Corporate
ORDER-00527,2024-03-25,Same Day,Technology,Machines,45.81,467.3,2159.36,2024-03-26,2024-03-27,1,1,North,Consumer
ORDER-00528,2023-01-10,Same Day,Furniture,Tables,13.65,95.9,140.8,2023-01-12,2023-01-13,1,1,North,Consumer
ORDER-00529,2023-08-30,Second Class,Office Supplies,Paper,44.84,130.1,362.5,2023-09-03,2023-09-04,1,1,North,Corporate
ORDER-00530,2023-09-08,Standard Class,Office Supplies,Paper,5.62,206.3,77.35,2023-09-09,2023-09-10,1,1,West,Home Office
ORDER-00531,2023-01-05,Second Class,Office Supplies,Binders,33.0,194.7,401.53,2023-01-11,2023-01-13,2,1,North,Corporate
ORDER-00532,2023-04-29,First Class,Office Supplies,Binders,45.4,398.4,1463.2,2023-05-04,2023-05-09,5,1,South,Consumer
ORDER-00533,2024-01-09,Standard Class,Furniture,Tables,8.85,230.9,110.96,2024-01-12,2024-01-12,0,0,North,Consumer
ORDER-00534,2023-03-06,Standard Class,Furniture,Bookcases,48.43,89.5,227.94,2023-03-15,2023-03-17,2,1,West,Home Office
ORDER-00535,2023-05-26,First Class,Office Supplies,Paper,22.92,137.3,257.99,2023-06-01,2023-06-03,2,1,South,Corporate
ORDER-00536,2023-08-12,Standard Class,Office Supplies,Pens,47.31,257.0,622.03,2023-08-18,2023-08-22,4,1,North,Consumer
ORDER-00537,2023-08-27,Second Class,Furniture,Bookcases,34.0,78.0,165.68,2023-08-31,2023-09-02,2,1,South,Consumer
ORDER-00538,2023-06-26,Second Class,Technology,Machines,15.43,307.8,302.5,2023-06-29,2023-06-30,1,1,South,Consumer
ORDER-00539,2023-10-09,Standard Class,Office Supplies,Paper,9.82,285.0,157.15,2023-10-11,2023-10-12,1,1,West,Corporate
ORDER-00540,2023-03-04,Standard Class,Office Supplies,Paper,15.53,358.8,291.61,2023-03-11,2023-03-12,1,1,West,Corporate
ORDER-00541,2023-08-05,Standard Class,Technology,Accessories,5.1,469.2,126.76,2023-08-11,2023-08-12,1,1,South,Home Office
ORDER-00542,2024-04-05,Standard Class,Furniture,Tables,7.62,456.6,179.35,2024-04-06,2024-04-08,2,1,North,Consumer
ORDER-00543,2023-04-15,Standard Class,Furniture,Furnishings,5.68,473.3,151.37,2023-04-18,2023-04-19,1,1,West,Consumer
ORDER-00544,2023-04-09,First Class,Technology,Copiers,21.44,126.1,230.29,2023-04-10,2023-04-11,1,1,South,Home Office
ORDER-00545,2024-05-25,Standard Class,Office Supplies,Binders,39.88,70.1,155.44,2024-05-27,2024-05-28,1,1,East,Consumer
ORDER-00546,2024-01-20,Second Class,Office Supplies,Binders,7.5,154.6,79.13,2024-01-25,2024-01-28,3,1,East,Home Office
ORDER-00547,2024-02-09,Standard Class,Technology,Phones,6.95,448.1,168.36,2024-02-15,2024-02-15,0,0,West,Home Office
ORDER-00548,2024-06-01,Same Day,Technology,Phones,32.35,486.2,1589.06,2024-06-03,2024-06-04,1,1,North,Consumer
ORDER-00549,2024-04-20,Standard Class,Technology,Accessories,10.26,430.4,232.73,2024-04-23,2024-04-25,2,1,East,Corporate
ORDER-00550,2024-03-12,Standard Class,Office Supplies,Paper,5.33,59.5,29.88,2024-03-17,2024-03-17,0,0,East,Corporate
ORDER-00551,2023-01-23,First Class,Office Supplies,Storage,8.76,474.0,349.03,2023-01-25,2023-01-25,0,0,East,Corporate
ORDER-00552,2024-04-02,First Class,Office Supplies,Binders,46.22,214.6,801.73,2024-04-05,2024-04-07,2,1,North,Corporate
ORDER-00553,2023-03-24,Standard Class,Furniture,Chairs,41.16,9.6,25.75,2023-03-28,2023-03-28,0,0,North,Consumer
ORDER-00554,2023-05-25,First Class,Office Supplies,Storage,18.03,224.0,336.07,2023-05-26,2023-05-26,0,0,West,Home Office
ORDER-00555,2023-03-26,Standard Class,Furniture,Chairs,32.96,27.8,51.75,2023-03-27,2023-03-29,2,1,West,Home Office
ORDER-00556,2023-03-19,Standard Class,Technology,Phones,27.1,274.2,388.04,2023-03-29,2023-03-30,1,1,East,Consumer
ORDER-00557,2024-04-01,Standard Class,Office Supplies,Paper,34.02,172.6,309.38,2024-04-06,2024-04-06,0,0,North,Corporate
ORDER-00558,2023-01-01,Standard Class,Office Supplies,Binders,34.29,239.4,428.68,2023-01-09,2023-01-10,1,1,South,Home Office
ORDER-00559,2023-02-20,First Class,Office Supplies,Pens,31.62,308.5,794.98,2023-02-21,2023-02-22,1,1,East,Consumer
ORDER-00560,2024-03-21,Standard Class,Furniture,Chairs,13.67,435.1,303.4,2024-03-26,2024-03-27,1,1,West,Consumer
ORDER-00561,2024-03-24,Standard Class,Furniture,Furnishings,2.43,332.6,49.21,2024-03-28,2024-03-31,3,1,North,Corporate
ORDER-00562,2024-05-02,First Class,Office Supplies,Binders,23.05,219.9,422.61,2024-05-06,2024-05-07,1,1,West,Consumer
ORDER-00563,2023-02-03,First Class,Furniture,Tables,44.6,410.6,1472.53,2023-02-04,2023-02-05,1,1,West,Home Office
ORDER-00564,2023-12-14,Standard Class,Office Supplies,Storage,28.69,453.3,665.74,2023-12-21,2023-12-24,3,1,North,Home Office
ORDER-00565,2023-04-05,Second Class,Technology,Phones,41.7,64.3,177.58,2023-04-06,2023-04-06,0,0,East,Consumer
ORDER-00566,2023-03-13,Standard Class,Technology,Copiers,49.59,268.3,675.2,2023-03-21,2023-03-22,1,1,North,Home Office
ORDER-00567,2023-06-03,First Class,Office Supplies,Paper,8.6,145.8,110.14,2023-06-05,2023-06-06,1,1,East,Consumer
ORDER-00568,2023-09-07,Second Class,Furniture,Furnishings,34.74,28.3,72.36,2023-09-09,2023-09-12,3,1,West,Home Office
ORDER-00569,2024-03-13,Same Day,Technology,Accessories,33.88,335.9,1155.95,2024-03-14,2024-03-15,1,1,North,Corporate
ORDER-00570,2023-04-28,Standard Class,Technology,Copiers,49.01,432.1,1067.22,2023-05-04,2023-05-05,1,1,South,Home Office
ORDER-00571,2023-11-02,Standard Class,Furniture,Tables,49.29,85.6,230.08,2023-11-03,2023-11-05,2,1,East,Corporate
ORDER-00572,2023-09-25,Standard Class,Technology,Machines,34.49,407.1,716.03,2023-09-29,2023-10-01,2,1,South,Corporate
ORDER-00573,2023-02-23,Standard Class,Furniture,Chairs,12.56,427.4,288.29,2023-02-28,2023-03-02,2,1,East,Consumer
ORDER-00574,2023-08-24,Standard Class,Technology,Copiers,40.03,457.6,922.23,2023-08-30,2023-09-02,3,1,North,Corporate
ORDER-00575,2024-01-24,Same Day,Technology,Accessories,5.8,136.3,85.95,2024-01-26,2024-01-27,1,1,South,Home Office
ORDER-00576,2024-02-05,Standard Class,Furniture,Tables,39.14,452.5,902.94,2024-02-12,2024-02-13,1,1,North,Home Office
ORDER-00577,2023-10-30,Standard Class,Technology,Accessories,45.55,163.7,390.8,2023-11-02,2023-11-04,2,1,East,Corporate
ORDER-00578,2023-07-26,First Class,Office Supplies,Paper,19.45,278.4,444.87,2023-07-29,2023-07-29,0,0,East,Consumer
ORDER-00579,2023-08-17,Standard Class,Technology,Copiers,31.72,30.0,63.29,2023-08-26,2023-08-27,1,1,East,Corporate
ORDER-00580,2023-03-16,First Class,Office Supplies,Paper,21.79,26.7,64.56,2023-03-18,2023-03-18,0,0,East,Home Office
ORDER-00581,2024-03-10,Standard Class,Technology,Phones,22.17,361.6,406.48,2024-03-14,2024-03-16,2,1,West,Home Office
ORDER-00582,2023-04-13,Standard Class,Furniture,Chairs,15.86,225.0,192.03,2023-04-19,2023-04-21,2,1,East,Corporate
ORDER-00583,2024-02-26,Standard Class,Office Supplies,Storage,38.23,131.9,269.93,2024-03-07,2024-03-11,4,1,South,Corporate
ORDER-00584,2023-11-02,Standard Class,Furniture,Furnishings,46.84,99.3,243.53,2023-11-03,2023-11-05,2,1,East,Corporate
ORDER-00585,2023-04-08,Same Day,Technology,Machines,47.07,336.6,1593.91,2023-04-09,2023-04-10,1,1,North,Home Office
ORDER-00586,2023-12-01,Standard Class,Technology,Copiers,9.15,5.2,19.31,2023-12-03,2023-12-03,0,0,West,Home Office
ORDER-00587,2024-03-10,Second Class,Technology,Phones,43.8,403.9,1071.49,2024-03-15,2024-03-15,0,0,South,Home Office
ORDER-00588,2024-03-22,Standard Class,Technology,Phones,37.0,44.2,86.82,2024-04-01,2024-04-02,1,1,West,Consumer
ORDER-00589,2023-11-04,Standard Class,Furniture,Furnishings,13.02,99.8,84.36,2023-11-10,2023-11-11,1,1,West,Home Office
ORDER-00590,2023-09-06,First Class,Office Supplies,Paper,3.83,196.2,74.0,2023-09-09,2023-09-09,0,0,West,Home Office
ORDER-00591,2023-06-15,Standard Class,Furniture,Chairs,13.77,245.0,185.98,2023-06-18,2023-06-22,4,1,North,Consumer
ORDER-00592,2024-04-25,Second Class,Furniture,Tables,45.65,180.7,512.32,2024-04-30,2024-05-02,2,1,West,Consumer
ORDER-00593,2023-12-01,Same Day,Furniture,Chairs,31.84,163.8,527.54,2023-12-02,2023-12-05,3,1,West,Consumer
ORDER-00594,2024-06-25,Second Class,Office Supplies,Binders,36.19,482.1,1054.39,2024-07-01,2024-07-01,0,0,East,Consumer
ORDER-00595,2023-04-16,Same Day,Furniture,Chairs,13.23,322.6,436.47,2023-04-17,2023-04-18,1,1,North,Consumer
ORDER-00596,2023-03-22,Standard Class,Furniture,Bookcases,36.11,16.6,39.78,2023-03-30,2023-04-03,4,1,South,Consumer
ORDER-00597,2023-05-13,Standard Class,Furniture,Furnishings,1.89,217.9,35.47,2023-05-15,2023-05-16,1,1,South,Corporate
ORDER-00598,2023-05-18,Standard Class,Furniture,Tables,19.08,438.1,432.29,2023-05-20,2023-05-22,2,1,South,Corporate
ORDER-00599,2023-07-03,First Class,Technology,Machines,31.52,154.2,401.25,2023-07-04,2023-07-05,1,1,North,Corporate
ORDER-00600,2024-02-05,Same Day,Technology,Accessories,7.73,51.8,48.21,2024-02-06,2024-02-08,2,1,South,Corporate
ORDER-00601,2023-11-26,Standard Class,Technology,Accessories,41.24,380.4,795.11,2023-11-29,2023-12-02,3,1,North,Home Office
ORDER-00602,2024-05-22,Second Class,Office Supplies,Binders,12.13,305.0,235.13,2024-05-27,2024-05-28,1,1,East,Consumer
ORDER-00603,2023-03-10,Standard Class,Furniture,Bookcases,32.79,287.3,483.05,2023-03-13,2023-03-13,0,0,East,Home Office
ORDER-00604,2024-06-29,Second Class,Technology,Phones,20.56,31.5,45.77,2024-07-04,2024-07-04,0,0,North,Consumer
ORDER-00605,2023-02-22,Standard Class,Office Supplies,Binders,30.0,74.5,126.49,2023-02-27,2023-02-28,1,1,South,Consumer
ORDER-00606,2024-03-25,Same Day,Furniture,Bookcases,5.82,313.2,188.38,2024-03-26,2024-03-26,0,0,North,Home Office
ORDER-00607,2023-07-24,Second Class,Furniture,Tables,1.34,107.9,19.35,2023-07-29,2023-08-03,5,1,North,Corporate
ORDER-00608,2023-05-06,Standard Class,Furniture,Chairs,45.52,254.5,594.89,2023-05-13,2023-05-14,1,1,West,Home Office
ORDER-00609,2023-02-12,Standard Class,Furniture,Tables,13.85,274.7,195.53,2023-02-16,2023-02-17,1,1,North,Home Office
ORDER-00610,2023-04-21,Standard Class,Office Supplies,Pens,41.07,145.3,311.92,2023-04-29,2023-04-30,1,1,West,Consumer
ORDER-00611,2023-07-02,Standard Class,Office Supplies,Paper,49.97,474.5,1195.56,2023-07-04,2023-07-04,0,0,East,Consumer
ORDER-00612,2023-04-05,Standard Class,Furniture,Bookcases,10.97,422.0,236.6,2023-04-06,2023-04-08,2,1,West,Consumer
ORDER-00613,2024-01-09,First Class,Furniture,Chairs,13.63,362.6,403.23,2024-01-10,2024-01-13,3,1,North,Corporate
ORDER-00614,2024-06-03,Second Class,Technology,Phones,33.31,43.6,106.25,2024-06-05,2024-06-07,2,1,East,Home Office
ORDER-00615,2023-12-26,Second Class,Furniture,Furnishings,48.29,57.5,179.42,2023-12-29,2023-12-31,2,1,West,Home Office
ORDER-00616,2023-10-08,Standard Class,Office Supplies,Storage,45.83,248.9,590.31,2023-10-13,2023-10-14,1,1,North,Corporate
ORDER-00617,2023-07-14,First Class,Technology,Machines,25.39,84.6,184.71,2023-07-18,2023-07-18,0,0,East,Home Office
